cpu	Fold	Training_size	Testing_size	Tree_depth	cascade_depth	nu	feature_pool_size	num_test_splits	oversampling_amount	landmark_relative_padding_mode	training_time	training_error	testing_error	model_size
36	1/4	806	269	3.0	18.0	0.020716858182188318	483.0	198.0	89.0	1.0	1241.3741619586945	1.397537690157851	3.1528027609352	14597.1015625
36	2/4	806	269	3.0	18.0	0.020716858182188318	483.0	198.0	89.0	1.0	1229.0357847213745	1.4296294956470228	3.0885567590292724	14597.580078125
36	3/4	807	268	3.0	18.0	0.020716858182188318	483.0	198.0	89.0	1.0	1241.9259333610535	1.4112692797568789	3.1343099996044694	14598.955078125
36	mean	807	268	3.0	18.0	0.020716858182188318	483.0	198.0	89.0	1.0	1241.9259333610535	1.4079737843268212	3.187873897121973	14598.955078125
36	0/4	806	269	3.0	18.0	0.03172766436930762	483.0	198.0	89.0	1.0	1224.8286051750183	1.0263585306554528	3.301522778279467	14596.5107421875
36	1/4	806	269	3.0	18.0	0.03172766436930762	483.0	198.0	89.0	1.0	1210.026789188385	1.0305747936071628	3.006706064241583	14596.380859375
36	2/4	806	269	3.0	18.0	0.03172766436930762	483.0	198.0	89.0	1.0	1222.8266315460205	1.0511901908228136	2.9438073485899574	14596.4169921875
36	3/4	807	268	3.0	18.0	0.03172766436930762	483.0	198.0	89.0	1.0	1231.670047044754	1.0266790589211734	2.9934929067267766	14598.1982421875
36	mean	807	268	3.0	18.0	0.03172766436930762	483.0	198.0	89.0	1.0	1231.670047044754	1.0337006435016507	3.061382274459446	14598.1982421875
36	0/4	806	269	7.0	16.0	0.011665004767256952	594.0	109.0	99.0	0.0	2359.1427805423737	0.4334220467286334	3.570903636360289	205981.138671875
36	1/4	806	269	7.0	16.0	0.011665004767256952	594.0	109.0	99.0	0.0	2345.15500831604	0.438596944176561	3.5621592484982973	206002.80859375
36	2/4	806	269	7.0	16.0	0.011665004767256952	594.0	109.0	99.0	0.0	2334.799870967865	0.43699499020888327	3.4730446966756703	205993.7763671875
36	3/4	807	268	7.0	16.0	0.011665004767256952	594.0	109.0	99.0	0.0	2366.8956656455994	0.43885828591323867	3.532160053544196	206028.8876953125
36	mean	807	268	7.0	16.0	0.011665004767256952	594.0	109.0	99.0	0.0	2366.8956656455994	0.43696806675682903	3.534566908769613	206028.8876953125
36	0/4	806	269	3.0	18.0	0.07015500205770395	483.0	198.0	89.0	1.0	1228.9142117500305	0.5696567068870242	3.231974672116131	14594.005859375
36	1/4	806	269	3.0	18.0	0.07015500205770395	483.0	198.0	89.0	1.0	1243.0842399597168	0.5843994597645393	3.0020122814842694	14594.3291015625
36	2/4	806	269	3.0	18.0	0.07015500205770395	483.0	198.0	89.0	1.0	1214.4082322120667	0.5824970482479439	2.873487154862478	14593.04296875
36	3/4	807	268	3.0	18.0	0.07015500205770395	483.0	198.0	89.0	1.0	1221.8638746738434	0.5573089130207427	3.0480986614952763	14595.4423828125
36	mean	807	268	3.0	18.0	0.07015500205770395	483.0	198.0	89.0	1.0	1221.8638746738434	0.5734655319800626	3.0388931924895384	14595.4423828125
36	0/4	806	269	3.0	9.0	0.01846738888169905	544.0	179.0	96.0	1.0	673.8202443122864	2.6033184568010856	3.7507402657065607	7310.552734375
36	1/4	806	269	3.0	9.0	0.01846738888169905	544.0	179.0	96.0	1.0	677.10307264328	2.6636696956796646	3.7132264041578895	7310.2177734375
36	2/4	806	269	3.0	9.0	0.01846738888169905	544.0	179.0	96.0	1.0	672.3459901809692	2.666737504442691	3.5831508809608485	7310.0830078125
36	3/4	807	268	3.0	9.0	0.01846738888169905	544.0	179.0	96.0	1.0	673.7067241668701	2.613648097586501	3.584883785724955	7310.0009765625
36	mean	807	268	3.0	9.0	0.01846738888169905	544.0	179.0	96.0	1.0	673.7067241668701	2.6368434386274853	3.6580003341375633	7310.0009765625
36	0/4	806	269	3.0	18.0	0.052268204752473665	483.0	198.0	89.0	1.0	1238.9384033679962	0.6967693878573177	3.2193980836682767	14594.9169921875
36	1/4	806	269	3.0	18.0	0.052268204752473665	483.0	198.0	89.0	1.0	1214.4532742500305	0.7223191934763041	2.9893486949796078	14595.4345703125
36	2/4	806	269	3.0	18.0	0.052268204752473665	483.0	198.0	89.0	1.0	1210.8331384658813	0.7288395479505299	2.8341604783912073	14595.6767578125
